nsteps       simpsons                    milne
38849          2.98722994210304e-15        1.72944891384913e-15
38925          5.81723725567434e-15        7.54668616952347e-15
39001          4.71667885595217e-16        1.19489197684122e-14
39077          6.60335039833303e-15        2.20111679944434e-15
39153          5.34556937007912e-15        3.14445257063478e-16
39229          6.13168251273782e-15        5.81723725567434e-15
39305          3.14445257063478e-16        1.0219470854563e-14
39381          2.98722994210304e-15        4.71667885595217e-16
39457          7.38946354099173e-15        9.43335771190434e-16
39533          3.14445257063478e-15        5.81723725567434e-15
39609          6.13168251273782e-15        3.45889782769826e-15
39685          1.57222628531739e-15        4.87390148448391e-15
39761          9.43335771190434e-16        9.2761350833726e-15
39837          2.67278468503956e-15        1.57222628531739e-15
39913          2.20111679944434e-15        1.50933723390469e-14
39989          9.74780296896781e-15        3.14445257063478e-16
